Department,Category,Subcategory,Brand,ALTERNATIVE SWEETENER TYPE,BRAND POSITION,CERTIFIED HOWGOOD RATING,CERTIFIED NON-GMO PROJECT VERIFIED,COMPANY,EQ UNIT SIZE,FAIR TRADE,FLAVOR,FUNCTIONAL INGREDIENT,GRAB N GO,LABELED GLUTEN FREE,LABELED NON-GMO,LABELED ORGANIC,LABELED VEGAN,PACK COUNT,PACKAGING TYPE - PRIMARY,POSITIONING GROUP,PRE AND PROBIOTICS,PRODUCT TYPE,RAW,SIZE,STORAGE,Dollars,Units,Avg % ACV,Max % ACV,TDP,ARP,% of Stores Selling,Average Weekly Dollars Per Store Selling Per Item,Average Weekly Units Per Store Selling Per Item
REFRIGERATED,REFRIGERATED JUICES & FUNCTIONAL BEVERAGES,RF KOMBUCHA & FERMENTED BEVERAGES,BIOTIC BEVERAGES,NO ALTERNATIVE SWEETENER PRESENCE,NATURALLY PERCEIVED,NOT CERTIFIED,NOT CERTIFIED,BIOTIC BEVERAGES LLC,12,NOT FAIR-TRADE,UNKNOWN,PROBIOTIC SUPPLEMENT,GRAB N GO FUNCTIONAL,NOT LABELED GLUTEN FREE,NOT LABELED NON-GMO,LABELED ORGANIC 95-99%,NOT LABELED VEGAN,1,UNKNOWN,NATURAL POSITIONING GROUP,PROBIOTIC,RF KVASS,RAW POSITIONED,12,REFRIGERATED,26722.87,7801.56,0.963076923,1.86,1.86,3.42532391,0.59,63.93794379,18.66624748
REFRIGERATED,REFRIGERATED JUICES & FUNCTIONAL BEVERAGES,RF JUICE & JUICE DRINKS & OTHER FUNCTIONAL BEV,GENESIS ORGANIC,NO ALTERNATIVE SWEETENER PRESENCE,NATURAL - STANDARDS,CERTIFIED HOWGOOD RATING - GREAT,NOT CERTIFIED,TOBYS FAMILY FOODS,12,NOT FAIR-TRADE,APPLE,SUBCATEGORY NOT CODED,GRAB N GO JUICE,NOT LABELED GLUTEN FREE,NOT LABELED NON-GMO,LABELED ORGANIC 100%,NOT LABELED VEGAN,1,PLASTIC,NATURAL POSITIONING GROUP,NOT PREBIOTIC OR PROBIOTIC,RF JUICE (NON-ORANGE),RAW POSITIONED,12,REFRIGERATED,26687.33,8651.71,4.631538462,6.74,6.74,3.084630668,3.69,10.01320645,3.24616057
REFRIGERATED,REFRIGERATED JUICES & FUNCTIONAL BEVERAGES,RF JUICE & JUICE DRINKS & OTHER FUNCTIONAL BEV,DROUGHT,UNKNOWN,NATURAL - STANDARDS,NOT CERTIFIED,NOT CERTIFIED,DROUGHT JUICE,16,FAIR-TRADE UNKNOWN,UNKNOWN,SUBCATEGORY NOT CODED,GRAB N GO JUICE,NOT LABELED GLUTEN FREE,NOT LABELED NON-GMO,LABELED ORGANIC 95-99%,UNKNOWN,1,UNKNOWN,NATURAL POSITIONING GROUP,UNKNOWN,RF JUICE (NON-ORANGE),UNKNOWN,16,REFRIGERATED,26618.73,3149.94,0.523846154,0.58,0.58,8.450551439,0.4,92.13438694,10.90276624
REFRIGERATED,REFRIGERATED JUICES & FUNCTIONAL BEVERAGES,RF JUICE ORANGE,ALPENROSE,NO ALTERNATIVE SWEETENER PRESENCE,CONVENTIONAL,NOT CERTIFIED,NOT CERTIFIED,ALPENROSE DAIRY INC,64,NOT FAIR-TRADE,ORANGE,SUBCATEGORY NOT CODED,NOT GRAB N GO,NOT LABELED GLUTEN FREE,NOT LABELED NON-GMO,NOT LABELED ORGANIC,NOT LABELED VEGAN,1,GABLETOP,CONVENTIONAL POSITIONING GROUP,NOT PREBIOTIC OR PROBIOTIC,RF JUICE - ORANGE - NOT FROM CONCENTRATE,SUBCATEGORY NOT CODED,64,REFRIGERATED,26591.61,4255.19,2.503846154,3.3,3.3,6.249218014,1.75,21.03783258,3.366474418
REFRIGERATED,REFRIGERATED JUICES & FUNCTIONAL BEVERAGES,RF JUICE ORANGE,PRIVATE LABEL,PRIVATE LABEL NOT CODED,CONVENTIONAL,PRIVATE LABEL NOT CODED,PRIVATE LABEL NOT CODED,COMPANY UNKNOWN,59,PRIVATE LABEL NOT CODED,PRIVATE LABEL NOT CODED,PRIVATE LABEL NOT CODED,PRIVATE LABEL NOT CODED,PRIVATE LABEL NOT CODED,PRIVATE LABEL NOT CODED,PRIVATE LABEL NOT CODED,PRIVATE LABEL NOT CODED,1,PRIVATE LABEL NOT CODED,CONVENTIONAL POSITIONING GROUP,PRIVATE LABEL NOT CODED,PVL RF JUICE ORANGE,PRIVATE LABEL NOT CODED,59,PRIVATE LABEL NOT CODED,26531.66,6704.31,2.212,2.73,2.73,3.957403521,3.63,29.23365029,7.387078455
REFRIGERATED,REFRIGERATED JUICES & FUNCTIONAL BEVERAGES,RF KOMBUCHA & FERMENTED BEVERAGES,MOTHER KOMBUCHA,NO ALTERNATIVE SWEETENER PRESENCE,NATURAL - STANDARDS,NOT CERTIFIED,NOT CERTIFIED,MOTHER KOMBUCHA,12,NOT FAIR-TRADE,OTHER,KOMBUCHA,GRAB N GO FUNCTIONAL,NOT LABELED GLUTEN FREE,NOT LABELED NON-GMO,NOT LABELED ORGANIC,NOT LABELED VEGAN,1,GLASS,NATURAL POSITIONING GROUP,PROBIOTIC,KOMBUCHA,RAW POSITIONED,12,REFRIGERATED,26530.53,7311.45,1.661538462,2.17,2.17,3.6286277,2.45,14.99250672,4.131729116
REFRIGERATED,REFRIGERATED JUICES & FUNCTIONAL BEVERAGES,RF JUICE & JUICE DRINKS & OTHER FUNCTIONAL BEV,INDIAN LADDER FARMS,UNKNOWN,CONVENTIONAL,NOT CERTIFIED,NOT CERTIFIED,INDIAN LADDER FARMS,64,FAIR-TRADE UNKNOWN,UNKNOWN,SUBCATEGORY NOT CODED,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,1,UNKNOWN,CONVENTIONAL POSITIONING GROUP,UNKNOWN,RF JUICE (NON-ORANGE),NOT RAW POSITIONED,64,REFRIGERATED,26527.7,6651.06,0.451666667,0.46,0.46,3.98849206,0.2,415.1829593,104.0952202
REFRIGERATED,REFRIGERATED JUICES & FUNCTIONAL BEVERAGES,RF JUICE ORANGE,BYRNE DAIRY,NO ALTERNATIVE SWEETENER PRESENCE,CONVENTIONAL,NOT CERTIFIED,NOT CERTIFIED,BYRNE DAIRY INC,32,NOT FAIR-TRADE,ORANGE,SUBCATEGORY NOT CODED,NOT GRAB N GO,NOT LABELED GLUTEN FREE,NOT LABELED NON-GMO,NOT LABELED ORGANIC,NOT LABELED VEGAN,1,GABLETOP,CONVENTIONAL POSITIONING GROUP,NOT PREBIOTIC OR PROBIOTIC,RF JUICE - ORANGE - FROM CONCENTRATE,SUBCATEGORY NOT CODED,32,REFRIGERATED,26414.02,15072.09,0.301538462,0.31,0.31,1.752512094,0.6,60.95055472,34.77896384
REFRIGERATED,REFRIGERATED JUICES & FUNCTIONAL BEVERAGES,RF JUICE & JUICE DRINKS & OTHER FUNCTIONAL BEV,POM WONDERFUL,NO ALTERNATIVE SWEETENER PRESENCE,NATURALLY PERCEIVED,CERTIFIED HOWGOOD RATING - GOOD,CERTIFIED NON-GMO PROJECT VERIFIED,THE WONDERFUL CO LLC,48,NOT FAIR-TRADE,POMEGRANATE BLEND,SUBCATEGORY NOT CODED,NOT GRAB N GO,NOT LABELED GLUTEN FREE,LABELED NON-GMO PRODUCT CLAIM,NOT LABELED ORGANIC,NOT LABELED VEGAN,1,PLASTIC,NATURAL POSITIONING GROUP,NOT PREBIOTIC OR PROBIOTIC,RF JUICE (NON-ORANGE),NOT RAW POSITIONED,48,REFRIGERATED,26399.29,2690.45,2.206923077,4.04,4.04,9.812221004,4.33,8.441094476,0.860263387
REFRIGERATED,REFRIGERATED JUICES & FUNCTIONAL BEVERAGES,RF JUICE & JUICE DRINKS & OTHER FUNCTIONAL BEV,REMEDY ORGANICS,STEVIA,CONVENTIONAL NATURAL,NOT CERTIFIED,NOT CERTIFIED,REMEDY ORGANICS,12,NOT FAIR-TRADE,OTHER,PROTEIN - PLANT - MULTI,GRAB N GO FUNCTIONAL,LABELED GLUTEN FREE,LABELED NON-GMO PRODUCT CLAIM,LABELED ORGANIC 95-99%,LABELED VEGAN,1,PLASTIC,NATURAL POSITIONING GROUP,NOT PREBIOTIC OR PROBIOTIC,RF FUNCTIONAL JUICE & BEV,NOT RAW POSITIONED,12,REFRIGERATED,26388.09,4957.5,1.799,2.87,2.87,5.32286233,2.97,16.40154102,3.081338574
REFRIGERATED,REFRIGERATED JUICES & FUNCTIONAL BEVERAGES,RF JUICE & JUICE DRINKS & OTHER FUNCTIONAL BEV,HEALEO,UNKNOWN,NATURAL - STANDARDS,NOT CERTIFIED,NOT CERTIFIED,HEALEO,12,FAIR-TRADE UNKNOWN,UNKNOWN,SUBCATEGORY NOT CODED,GRAB N GO JUICE,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,1,UNKNOWN,NATURAL POSITIONING GROUP,UNKNOWN,RF FRUIT DRINK,UNKNOWN,12,REFRIGERATED,26385.78,3313.49,1.405384615,1.48,1.48,7.963138564,0.7,52.18747775,6.553631753
REFRIGERATED,REFRIGERATED JUICES & FUNCTIONAL BEVERAGES,RF JUICE & JUICE DRINKS & OTHER FUNCTIONAL BEV,BIG BS,NO ALTERNATIVE SWEETENER PRESENCE,NATURAL - STANDARDS,CERTIFIED HOWGOOD RATING - BEST,NOT CERTIFIED,TWO BROTHERS ORGANICS INC,196,NOT FAIR-TRADE,APPLE BLENDS (NOT APPLE/CINN),SUBCATEGORY NOT CODED,NOT GRAB N GO,NOT LABELED GLUTEN FREE,NOT LABELED NON-GMO,LABELED ORGANIC 100%,NOT LABELED VEGAN,1,PLASTIC,NATURAL POSITIONING GROUP,NOT PREBIOTIC OR PROBIOTIC,RF JUICE (NON-ORANGE),NOT RAW POSITIONED,196,REFRIGERATED,26335.16,3998.76,2.041538462,3.85,3.85,6.585831608,4.18,8.722763349,1.324474094
REFRIGERATED,REFRIGERATED JUICES & FUNCTIONAL BEVERAGES,RF JUICE & JUICE DRINKS & OTHER FUNCTIONAL BEV,SAMBAZON,NO ALTERNATIVE SWEETENER PRESENCE,NATURAL - STANDARDS,CERTIFIED HOWGOOD RATING - NOT RATED,CERTIFIED NON-GMO PROJECT VERIFIED,SAMBAZON INC,10.5,FAIR-TRADE CLAIM,ACAI BLEND,ACAI,GRAB N GO FUNCTIONAL,LABELED GLUTEN FREE,LABELED NON-GMO PRODUCT CLAIM,LABELED ORGANIC 95-99%,LABELED VEGAN,1,PLASTIC,NATURAL POSITIONING GROUP,NOT PREBIOTIC OR PROBIOTIC,RF FUNCTIONAL JUICE & BEV,NOT RAW POSITIONED,10.5,REFRIGERATED,26066.75,8566.19,4.414615385,6.38,6.38,3.042980602,4.4,8.202167253,2.695438561
REFRIGERATED,REFRIGERATED JUICES & FUNCTIONAL BEVERAGES,RF KOMBUCHA & FERMENTED BEVERAGES,REVIVE KOMBUCHA,NO ALTERNATIVE SWEETENER PRESENCE,NATURAL - STANDARDS,NOT CERTIFIED,CERTIFIED NON-GMO PROJECT VERIFIED,REVIVE KOMBUCHA,12,FAIR-TRADE CLAIM,ORANGE BLENDS,KOMBUCHA,GRAB N GO FUNCTIONAL,NOT LABELED GLUTEN FREE,LABELED NON-GMO PRODUCT CLAIM,LABELED ORGANIC 95-99%,NOT LABELED VEGAN,1,GLASS,NATURAL POSITIONING GROUP,PROBIOTIC,KOMBUCHA,RAW POSITIONED,12,REFRIGERATED,26045.99,7998.53,3.3675,7.39,7.39,3.256347104,6.16,10.4968723,3.223511488
REFRIGERATED,REFRIGERATED JUICES & FUNCTIONAL BEVERAGES,RF JUICE & JUICE DRINKS & OTHER FUNCTIONAL BEV,HONEYDROP,NO ALTERNATIVE SWEETENER PRESENCE,NATURAL - STANDARDS,NOT CERTIFIED,NOT CERTIFIED,BIRCH B LLC,10,NOT FAIR-TRADE,HONEY,TURMERIC,GRAB N GO FUNCTIONAL,NOT LABELED GLUTEN FREE,UNKNOWN,NOT LABELED ORGANIC,NOT LABELED VEGAN,1,PLASTIC,NATURAL POSITIONING GROUP,NOT PREBIOTIC OR PROBIOTIC,RF FUNCTIONAL JUICE & BEV,RAW POSITIONED,10,REFRIGERATED,26011.18,7957.7,3.573846154,5.22,5.22,3.268680649,6.67,5.399190254,1.65179497
REFRIGERATED,REFRIGERATED JUICES & FUNCTIONAL BEVERAGES,RF JUICE ORANGE,START FRESH,NO ALTERNATIVE SWEETENER PRESENCE,CONVENTIONAL,NOT CERTIFIED,NOT CERTIFIED,J & J DISTRIBUTING,16,NOT FAIR-TRADE,ORANGE,SUBCATEGORY NOT CODED,GRAB N GO JUICE,NOT LABELED GLUTEN FREE,NOT LABELED NON-GMO,NOT LABELED ORGANIC,NOT LABELED VEGAN,1,PLASTIC,CONVENTIONAL POSITIONING GROUP,NOT PREBIOTIC OR PROBIOTIC,RF JUICE - ORANGE - NOT FROM CONCENTRATE,SUBCATEGORY NOT CODED,16,REFRIGERATED,25929.91,6273.67,0.626153846,0.86,0.86,4.1331326,0.93,38.60223688,9.339704437
REFRIGERATED,REFRIGERATED JUICES & FUNCTIONAL BEVERAGES,RF JUICE ORANGE,GENESIS ORGANIC,NO ALTERNATIVE SWEETENER PRESENCE,NATURAL - STANDARDS,NOT CERTIFIED,NOT CERTIFIED,TOBYS FAMILY FOODS,12,NOT FAIR-TRADE,PLAIN/UNFLAVORED,SUBCATEGORY NOT CODED,GRAB N GO JUICE,NOT LABELED GLUTEN FREE,NOT LABELED NON-GMO,LABELED ORGANIC 100%,NOT LABELED VEGAN,1,PLASTIC,NATURAL POSITIONING GROUP,NOT PREBIOTIC OR PROBIOTIC,RF JUICE - ORANGE - NOT FROM CONCENTRATE,SUBCATEGORY NOT CODED,12,REFRIGERATED,25854.83,5151.85,2.978461538,4.1,4.1,5.018552559,2.34,16.57228319,3.302203772
REFRIGERATED,REFRIGERATED JUICES & FUNCTIONAL BEVERAGES,RF JUICE & JUICE DRINKS & OTHER FUNCTIONAL BEV,WILSONS ORCHARD,UNKNOWN,SPECIALTY GOURMET,NOT CERTIFIED,NOT CERTIFIED,WILSONS ORCHARD,64,NOT FAIR-TRADE,APPLE,SUBCATEGORY NOT CODED,NOT GRAB N GO,NOT LABELED GLUTEN FREE,NOT LABELED NON-GMO,NOT LABELED ORGANIC,NOT LABELED VEGAN,1,PLASTIC,SPECIALTY & WELLNESS POSITIONING GROUP,NOT PREBIOTIC OR PROBIOTIC,RF JUICE (NON-ORANGE),NOT RAW POSITIONED,64,REFRIGERATED,25840.59,5257.37,0.312857143,0.36,0.36,4.915117254,0.52,162.6200743,33.0856958
REFRIGERATED,REFRIGERATED JUICES & FUNCTIONAL BEVERAGES,RF JUICE & JUICE DRINKS & OTHER FUNCTIONAL BEV,PRIVATE LABEL ORGANIC,PRIVATE LABEL NOT CODED,CONVENTIONAL NATURAL,PRIVATE LABEL NOT CODED,PRIVATE LABEL NOT CODED,COMPANY UNKNOWN,59,PRIVATE LABEL NOT CODED,PRIVATE LABEL NOT CODED,PRIVATE LABEL NOT CODED,PRIVATE LABEL NOT CODED,PRIVATE LABEL NOT CODED,PRIVATE LABEL NOT CODED,LABELED ORGANIC PRIVATE LABEL 70-100%,PRIVATE LABEL NOT CODED,1,PRIVATE LABEL NOT CODED,NATURAL POSITIONING GROUP,PRIVATE LABEL NOT CODED,PVL RF JUICE FRUIT,PRIVATE LABEL NOT CODED,59,PRIVATE LABEL NOT CODED,25821.89,7421.03,3.158181818,4.35,4.35,3.479556072,4.66,9.498402605,2.729774261
REFRIGERATED,REFRIGERATED JUICES & FUNCTIONAL BEVERAGES,RF KOMBUCHA & FERMENTED BEVERAGES,THE MOTHER OF MEDICINE,UNKNOWN,SPECIALTY NATURAL,NOT CERTIFIED,NOT CERTIFIED,KOMBUCHA CULTURE,16,NOT FAIR-TRADE,FRUIT - MIXED,CANNABIDIOL (CBD),GRAB N GO FUNCTIONAL,UNKNOWN,NOT LABELED NON-GMO,NOT LABELED ORGANIC,UNKNOWN,1,GLASS,NATURAL POSITIONING GROUP,PROBIOTIC,KOMBUCHA,NOT RAW POSITIONED,16,REFRIGERATED,25812.53,3641.77,0.966923077,1.78,1.78,7.087907803,1.62,22.06022663,3.112374942
REFRIGERATED,REFRIGERATED JUICES & FUNCTIONAL BEVERAGES,RF JUICE & JUICE DRINKS & OTHER FUNCTIONAL BEV,BOLTHOUSE FARMS,NO ALTERNATIVE SWEETENER PRESENCE,NATURALLY PERCEIVED,CERTIFIED HOWGOOD RATING - NOT RATED,NOT CERTIFIED,BUTTERFLY EQUITY,15.2,NOT FAIR-TRADE,MOCHA/COFFEE/CAPPUCINO/JAVA,PROTEIN - ANIMAL & PLANT COMBO,GRAB N GO FUNCTIONAL,LABELED GLUTEN FREE,NOT LABELED NON-GMO,NOT LABELED ORGANIC,NOT LABELED VEGAN,1,PLASTIC,NATURAL POSITIONING GROUP,NOT PREBIOTIC OR PROBIOTIC,RF PROTEIN JUICE & BEV,NOT RAW POSITIONED,15.2,REFRIGERATED,25782.79,8142.33,4.671538462,7.41,7.41,3.166512534,6.73,5.304070131,1.675051046
REFRIGERATED,REFRIGERATED JUICES & FUNCTIONAL BEVERAGES,RF JUICE & JUICE DRINKS & OTHER FUNCTIONAL BEV,GENESIS ORGANIC,NO ALTERNATIVE SWEETENER PRESENCE,NATURAL - STANDARDS,NOT CERTIFIED,NOT CERTIFIED,TOBYS FAMILY FOODS,12,NOT FAIR-TRADE,LEMONADE - WITH OTHER FLAVOR,SUBCATEGORY NOT CODED,GRAB N GO JUICE,NOT LABELED GLUTEN FREE,NOT LABELED NON-GMO,LABELED ORGANIC 100%,NOT LABELED VEGAN,1,PLASTIC,NATURAL POSITIONING GROUP,NOT PREBIOTIC OR PROBIOTIC,RF LEMONADE / LIMEADE,RAW POSITIONED,12,REFRIGERATED,25668.52,6808.06,4.286923077,7.57,7.57,3.770313423,4.16,8.542832846,2.265815037
REFRIGERATED,REFRIGERATED JUICES & FUNCTIONAL BEVERAGES,RF JUICE & JUICE DRINKS & OTHER FUNCTIONAL BEV,EVOLUTION,NO ALTERNATIVE SWEETENER PRESENCE,NATURAL - STANDARDS,NOT CERTIFIED,NOT CERTIFIED,STARBUCKS CORP,11,NOT FAIR-TRADE,BERRY,PROBIOTIC SUPPLEMENT,GRAB N GO FUNCTIONAL,NOT LABELED GLUTEN FREE,LABELED NON-GMO PRODUCT CLAIM,LABELED ORGANIC 95-99%,NOT LABELED VEGAN,1,PLASTIC,NATURAL POSITIONING GROUP,PREBIOTIC & PROBIOTIC,RF PROTEIN JUICE & BEV,NOT RAW POSITIONED,11,REFRIGERATED,25620.78,6086.28,4.411538462,7.18,7.18,4.209596009,6.44,5.508088259,1.308460063
REFRIGERATED,REFRIGERATED JUICES & FUNCTIONAL BEVERAGES,RF KOMBUCHA & FERMENTED BEVERAGES,LION HEART,UNKNOWN,NATURAL - STANDARDS,NOT CERTIFIED,NOT CERTIFIED,LION HEART KOMBUCHA,16,FAIR-TRADE UNKNOWN,UNKNOWN,KOMBUCHA,GRAB N GO FUNCTIONAL,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,1,UNKNOWN,NATURAL POSITIONING GROUP,PROBIOTIC,KOMBUCHA,UNKNOWN,16,REFRIGERATED,25544.04,6603.28,2.055384615,2.96,2.96,3.86838662,1.6,22.10365094,5.713919809
REFRIGERATED,REFRIGERATED JUICES & FUNCTIONAL BEVERAGES,RF KOMBUCHA & FERMENTED BEVERAGES,SUJA,NO ALTERNATIVE SWEETENER PRESENCE,NATURAL - STANDARDS,NOT CERTIFIED,NOT CERTIFIED,SUJA LIFE LLC,8.5,NOT FAIR-TRADE,BERRY,KOMBUCHA,GRAB N GO FUNCTIONAL,NOT LABELED GLUTEN FREE,NOT LABELED NON-GMO,LABELED ORGANIC 95-99%,NOT LABELED VEGAN,1,GLASS,NATURAL POSITIONING GROUP,PROBIOTIC,KOMBUCHA,NOT RAW POSITIONED,8.5,REFRIGERATED,25526.63,3425.07,4.485454545,32.56,32.56,7.452878335,21.75,2.112379699,0.283431394
REFRIGERATED,REFRIGERATED JUICES & FUNCTIONAL BEVERAGES,RF JUICE & JUICE DRINKS & OTHER FUNCTIONAL BEV,UNCLE MATTS,NO ALTERNATIVE SWEETENER PRESENCE,NATURAL - STANDARDS,CERTIFIED HOWGOOD RATING - GREAT,NOT CERTIFIED,DEAN FOODS,28,NOT FAIR-TRADE,GRAPEFRUIT,SUBCATEGORY NOT CODED,UNKNOWN,LABELED GLUTEN FREE,LABELED NON-GMO PRODUCT CLAIM,LABELED ORGANIC 95-99%,LABELED VEGAN,1,PLASTIC,NATURAL POSITIONING GROUP,NOT PREBIOTIC OR PROBIOTIC,RF JUICE (NON-ORANGE),NOT RAW POSITIONED,28,REFRIGERATED,25520.48,5183.19,3.63,7.87,7.87,4.923701427,6.84,5.165675815,1.049144813
REFRIGERATED,REFRIGERATED JUICES & FUNCTIONAL BEVERAGES,RF KOMBUCHA & FERMENTED BEVERAGES,CUMBERLAND VALLEY KOMBUCHA,NO ALTERNATIVE SWEETENER PRESENCE,NATURAL - STANDARDS,NOT CERTIFIED,NOT CERTIFIED,CUMBERLAND VALLEY KOMBUCHA,16,NOT FAIR-TRADE,FRUIT - OTHER,KOMBUCHA,GRAB N GO FUNCTIONAL,NOT LABELED GLUTEN FREE,NOT LABELED NON-GMO,LABELED ORGANIC 1-69%,NOT LABELED VEGAN,1,GLASS,NATURAL POSITIONING GROUP,PROBIOTIC,KOMBUCHA,RAW POSITIONED,16,REFRIGERATED,25482.77,6629.2,1.156153846,1.17,1.17,3.844018886,0.45,78.4022509,20.39590679
REFRIGERATED,REFRIGERATED JUICES & FUNCTIONAL BEVERAGES,RF JUICE & JUICE DRINKS & OTHER FUNCTIONAL BEV,UNCLE MATTS,NO ALTERNATIVE SWEETENER PRESENCE,NATURAL - STANDARDS,CERTIFIED HOWGOOD RATING - GREAT,NOT CERTIFIED,DEAN FOODS,16.9,NOT FAIR-TRADE,LEMON,PROBIOTIC SUPPLEMENT,GRAB N GO FUNCTIONAL,UNKNOWN,UNKNOWN,LABELED ORGANIC 95-99%,UNKNOWN,1,PLASTIC,NATURAL POSITIONING GROUP,PROBIOTIC,RF FUNCTIONAL JUICE & BEV,NOT RAW POSITIONED,16.9,REFRIGERATED,25435.1,7704.89,1.798461538,2.63,2.63,3.301163287,3.19,11.03918921,3.344030042
REFRIGERATED,REFRIGERATED JUICES & FUNCTIONAL BEVERAGES,RF KOMBUCHA & FERMENTED BEVERAGES,SUJA,NO ALTERNATIVE SWEETENER PRESENCE,NATURAL - STANDARDS,NOT CERTIFIED,NOT CERTIFIED,SUJA LIFE LLC,8.5,NOT FAIR-TRADE,GINGER,KOMBUCHA,GRAB N GO FUNCTIONAL,NOT LABELED GLUTEN FREE,NOT LABELED NON-GMO,LABELED ORGANIC 95-99%,NOT LABELED VEGAN,1,GLASS,NATURAL POSITIONING GROUP,PROBIOTIC,KOMBUCHA,NOT RAW POSITIONED,8.5,REFRIGERATED,25414.33,3392.95,6.13625,32.19,32.19,7.49033437,21.44,2.752896884,0.367526568
REFRIGERATED,REFRIGERATED JUICES & FUNCTIONAL BEVERAGES,RF JUICE & JUICE DRINKS & OTHER FUNCTIONAL BEV,MIDWEST,UNKNOWN,NATURAL - STANDARDS,NOT CERTIFIED,NOT CERTIFIED,MIDWEST JUICERY,16,FAIR-TRADE UNKNOWN,UNKNOWN,SUBCATEGORY NOT CODED,GRAB N GO JUICE,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,1,UNKNOWN,NATURAL POSITIONING GROUP,UNKNOWN,RF JUICE - VEGETABLE,UNKNOWN,16,REFRIGERATED,25369.02,3183.01,1.75,5.04,5.04,7.970135187,5.36,6.552896549,0.822181355
REFRIGERATED,REFRIGERATED JUICES & FUNCTIONAL BEVERAGES,RF JUICE & JUICE DRINKS & OTHER FUNCTIONAL BEV,SUNWINK,UNKNOWN,NATURAL - STANDARDS,NOT CERTIFIED,NOT CERTIFIED,SUNWINK,12,FAIR-TRADE UNKNOWN,UNKNOWN,UNKNOWN,GRAB N GO FUNCTIONAL,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,1,UNKNOWN,NATURAL POSITIONING GROUP,UNKNOWN,RF FUNCTIONAL JUICE & BEV,UNKNOWN,12,REFRIGERATED,25365.15,5136.58,1.75,2.63,2.63,4.938139774,1.19,30.08971344,6.093329637
REFRIGERATED,REFRIGERATED JUICES & FUNCTIONAL BEVERAGES,RF KOMBUCHA & FERMENTED BEVERAGES,HEX FERMENTS,NO ALTERNATIVE SWEETENER PRESENCE,NATURAL - STANDARDS,CERTIFIED HOWGOOD RATING - GREAT,NOT CERTIFIED,HEX FERMENTS,25.4,NOT FAIR-TRADE,BERRY,KOMBUCHA,NOT GRAB N GO,NOT LABELED GLUTEN FREE,NOT LABELED NON-GMO,LABELED ORGANIC 1-69%,UNKNOWN,1,GLASS,NATURAL POSITIONING GROUP,PROBIOTIC,KOMBUCHA,RAW POSITIONED,25.4,REFRIGERATED,25219.5,2254.5,0.997692308,1.27,1.27,11.18629408,1.34,26.05710028,2.32937737
REFRIGERATED,REFRIGERATED JUICES & FUNCTIONAL BEVERAGES,RF JUICE & JUICE DRINKS & OTHER FUNCTIONAL BEV,NAKED JUICE,NO ALTERNATIVE SWEETENER PRESENCE,NATURAL - STANDARDS,CERTIFIED HOWGOOD RATING - NOT RATED,CERTIFIED NON-GMO PROJECT VERIFIED,PEPSICO INC,15.2,NOT FAIR-TRADE,MANGO,PROTEIN - ANIMAL & PLANT COMBO,GRAB N GO FUNCTIONAL,LABELED GLUTEN FREE,NOT LABELED NON-GMO,NOT LABELED ORGANIC,NOT LABELED VEGAN,1,PLASTIC,NATURAL POSITIONING GROUP,NOT PREBIOTIC OR PROBIOTIC,RF PROTEIN JUICE & BEV,NOT RAW POSITIONED,15.2,REFRIGERATED,25076.05,6616.39,3.894615385,6.1,6.1,3.789989707,4.76,7.29367798,1.924458519
REFRIGERATED,REFRIGERATED JUICES & FUNCTIONAL BEVERAGES,RF JUICE & JUICE DRINKS & OTHER FUNCTIONAL BEV,BOLTHOUSE FARMS,NO ALTERNATIVE SWEETENER PRESENCE,NATURALLY PERCEIVED,CERTIFIED HOWGOOD RATING - NOT RATED,NOT CERTIFIED,BUTTERFLY EQUITY,33.8,NOT FAIR-TRADE,BERRY,SUBCATEGORY NOT CODED,NOT GRAB N GO,LABELED GLUTEN FREE,NOT LABELED NON-GMO,NOT LABELED ORGANIC,NOT LABELED VEGAN,1,PLASTIC,NATURAL POSITIONING GROUP,NOT PREBIOTIC OR PROBIOTIC,RF JUICE (NON-ORANGE),NOT RAW POSITIONED,33.8,REFRIGERATED,25074.65,5788.14,3.880769231,5.62,5.62,4.332073861,4.65,7.465799758,1.723377763
REFRIGERATED,REFRIGERATED JUICES & FUNCTIONAL BEVERAGES,RF KOMBUCHA & FERMENTED BEVERAGES,TRIBUCHA,NO ALTERNATIVE SWEETENER PRESENCE,SPECIALTY NATURAL,NOT CERTIFIED,NOT CERTIFIED,TRIBUCHA INC,72,NOT FAIR-TRADE,SPICE,KOMBUCHA,NOT GRAB N GO,NOT LABELED GLUTEN FREE,NOT LABELED NON-GMO,LABELED ORGANIC 95-99%,NOT LABELED VEGAN,1,CAN,NATURAL POSITIONING GROUP,PROBIOTIC,KOMBUCHA,RAW POSITIONED,72,REFRIGERATED,25033.15,2339.39,1.456363636,5.23,5.23,10.70071685,4.82,9.347731435,0.873561235
